startTime,endTime,subVerb
2014-09-01T19:05:18,2014-09-01T19:07:49,walking
2014-09-01T19:07:49,2014-09-01T21:01:20,transport
2014-09-01T21:07:29,2014-09-01T21:09:59,walking
2014-09-01T21:15:44,2014-09-01T21:22:07,walking
2014-09-01T21:25:15,2014-09-01T21:29:00,walking
2014-09-01T21:38:09,2014-09-01T21:55:21,walking
2014-09-01T21:57:33,2014-09-01T21:57:35,walking
2014-09-01T21:57:35,2014-09-01T22:07:54,walking
2014-09-01T22:25:31,2014-09-01T22:48:53,walking
2014-09-01T22:48:53,2014-09-01T22:55:38,walking
2014-09-01T22:58:18,2014-09-01T23:52:37,transport
2014-09-01T23:54:36,2014-09-02T01:04:15,transport
2014-09-02T01:04:14,2014-09-02T01:18:14,walking
2014-09-03T13:22:48,2014-09-03T13:23:18,walking
2014-09-03T13:24:43,2014-09-03T13:29:36,walking
2014-09-03T13:30:48,2014-09-03T13:32:54,walking
2014-09-03T14:00:00,2014-09-03T14:00:24,walking
2014-09-03T15:41:42,2014-09-03T15:45:05,walking
2014-09-03T15:48:40,2014-09-03T16:01:45,cycling
2014-09-03T16:01:48,2014-09-03T16:02:18,walking
2014-09-03T19:05:58,2014-09-03T19:25:28,walking
2014-09-03T20:58:16,2014-09-03T20:58:46,walking
2014-09-03T21:03:40,2014-09-03T21:07:12,walking
2014-09-03T21:45:50,2014-09-03T21:55:29,walking
2014-09-03T21:57:29,2014-09-03T21:58:59,walking
2014-09-03T22:02:59,2014-09-03T22:31:59,walking
2014-09-03T22:17:59,2014-09-03T22:22:59,running
2014-09-03T23:00:03,2014-09-03T23:07:39,walking
2014-09-03T23:03:03,2014-09-03T23:07:03,running
2014-09-03T23:13:28,2014-09-03T23:21:02,walking
2014-09-03T23:23:03,2014-09-03T23:26:03,walking
2014-09-03T23:38:59,2014-09-03T23:48:34,cycling
2014-09-04T03:21:18,2014-09-04T03:21:48,walking
2014-09-04T11:48:57,2014-09-04T11:49:27,walking
2014-09-04T12:08:00,2014-09-04T12:22:23,cycling
2014-09-04T12:22:23,2014-09-04T12:26:13,walking
2014-09-04T12:34:50,2014-09-04T12:40:32,walking
2014-09-04T14:04:43,2014-09-04T14:09:14,walking
2014-09-04T14:10:05,2014-09-04T14:14:23,walking
2014-09-04T15:32:39,2014-09-04T15:33:39,walking
2014-09-04T15:53:43,2014-09-04T15:59:13,walking
2014-09-04T16:07:02,2014-09-04T16:08:32,walking
2014-09-04T16:08:43,2014-09-04T16:21:19,walking
2014-09-04T16:21:36,2014-09-04T16:26:12,walking
2014-09-04T16:44:21,2014-09-04T16:54:40,walking
2014-09-04T16:54:40,2014-09-04T16:56:29,walking
2014-09-04T17:31:38,2014-09-04T17:33:08,walking
2014-09-04T22:32:25,2014-09-04T22:33:55,walking
2014-09-04T22:43:16,2014-09-04T22:49:58,walking
2014-09-04T22:49:58,2014-09-04T22:52:10,walking
2014-09-04T23:20:57,2014-09-04T23:38:54,walking
2014-09-04T23:50:15,2014-09-04T23:50:23,walking
2014-09-05T00:19:05,2014-09-05T00:19:50,walking
2014-09-05T12:00:00,2014-09-05T12:00:57,walking
2014-09-05T12:17:24,2014-09-05T12:29:46,cycling
2014-09-05T12:29:56,2014-09-05T12:31:19,walking
2014-09-05T14:32:55,2014-09-05T14:33:42,walking
2014-09-05T15:00:00,2014-09-05T15:03:17,walking
2014-09-05T15:11:06,2014-09-05T15:12:13,walking
2014-09-05T15:12:13,2014-09-05T15:24:59,walking
2014-09-05T15:40:29,2014-09-05T15:45:38,walking
2014-09-05T15:53:47,2014-09-05T15:56:17,walking
2014-09-05T15:56:24,2014-09-05T15:57:02,walking
2014-09-05T15:57:02,2014-09-05T16:03:18,walking
2014-09-05T17:34:21,2014-09-05T17:35:21,walking
2014-09-05T19:31:59,2014-09-05T19:33:31,walking
2014-09-05T20:10:57,2014-09-05T20:28:06,walking
2014-09-05T20:28:15,2014-09-05T20:28:24,walking
2014-09-05T21:01:46,2014-09-05T21:03:35,walking
2014-09-05T21:06:49,2014-09-05T21:20:44,walking
2014-09-05T21:24:05,2014-09-05T21:31:49,walking
2014-09-05T21:32:11,2014-09-05T21:34:02,walking
2014-09-05T21:42:44,2014-09-05T21:45:28,transport
2014-09-06T11:26:18,2014-09-06T11:26:21,walking
2014-09-06T12:42:12,2014-09-06T12:42:46,walking
2014-09-06T12:45:57,2014-09-06T13:03:32,cycling
2014-09-06T13:03:40,2014-09-06T13:07:20,walking
2014-09-06T14:04:19,2014-09-06T14:07:19,walking
2014-09-06T14:19:25,2014-09-06T14:24:16,walking
2014-09-06T14:24:15,2014-09-06T14:28:36,walking
2014-09-06T15:17:02,2014-09-06T15:19:02,walking
2014-09-06T15:25:19,2014-09-06T15:27:53,walking
2014-09-06T15:55:22,2014-09-06T15:56:22,walking
2014-09-06T17:12:47,2014-09-06T17:13:33,walking
2014-09-06T18:51:43,2014-09-06T18:52:13,walking
2014-09-06T19:01:30,2014-09-06T19:03:01,walking
2014-09-06T20:00:00,2014-09-06T20:02:25,walking
2014-09-06T20:03:49,2014-09-06T20:18:07,walking
2014-09-06T20:34:47,2014-09-06T20:35:17,walking
2014-09-06T20:35:22,2014-09-06T20:40:33,walking
2014-09-06T20:40:33,2014-09-06T20:40:42,walking
2014-09-07T11:28:02,2014-09-07T11:30:06,walking
2014-09-07T11:59:42,2014-09-07T12:37:38,cycling
2014-09-07T12:37:37,2014-09-07T12:41:33,walking
2014-09-07T12:41:45,2014-09-07T12:45:33,walking
2014-09-07T12:55:28,2014-09-07T13:01:33,walking
2014-09-07T13:09:27,2014-09-07T13:15:05,walking
2014-09-07T13:32:33,2014-09-07T13:55:36,transport
2014-09-07T13:55:36,2014-09-07T13:58:36,walking
2014-09-07T13:58:36,2014-09-07T14:14:36,transport
2014-09-07T14:14:46,2014-09-07T14:17:36,walking
2014-09-07T14:56:39,2014-09-07T15:05:46,walking
2014-09-07T15:05:45,2014-09-07T15:26:17,transport
2014-09-07T15:26:17,2014-09-07T15:41:27,walking
2014-09-07T17:39:20,2014-09-07T17:45:58,walking
2014-09-07T17:50:08,2014-09-07T17:52:08,walking
2014-09-07T17:55:01,2014-09-07T17:59:44,walking
2014-09-07T18:20:47,2014-09-07T18:21:47,walking
2014-09-07T22:44:55,2014-09-07T22:45:25,walking
2014-09-08T00:00:05,2014-09-08T00:00:35,walking
2014-09-08T00:01:33,2014-09-08T00:07:53,walking
2014-09-08T00:15:31,2014-09-08T00:23:01,walking
2014-09-08T00:37:58,2014-09-08T00:51:41,walking
2014-09-08T00:51:41,2014-09-08T01:02:15,transport
2014-09-08T01:02:15,2014-09-08T01:12:15,walking
2014-09-08T12:08:58,2014-09-08T12:10:34,walking
2014-09-08T12:13:26,2014-09-08T12:19:02,walking
2014-09-08T12:29:07,2014-09-08T12:46:08,transport
2014-09-08T12:46:09,2014-09-08T12:57:30,walking
2014-09-08T12:57:37,2014-09-08T13:02:23,walking
2014-09-08T14:08:35,2014-09-08T14:33:11,walking
2014-09-08T15:01:37,2014-09-08T15:10:29,transport
2014-09-08T15:10:28,2014-09-08T15:18:02,walking
2014-09-08T15:36:37,2014-09-08T15:38:43,walking
2014-09-08T16:03:37,2014-09-08T16:07:00,walking
2014-09-08T16:03:37,2014-09-08T16:07:37,walking
2014-09-08T21:34:01,2014-09-08T21:35:22,walking
2014-09-08T22:08:05,2014-09-08T22:18:53,walking
2014-09-08T22:23:22,2014-09-08T22:26:09,walking
2014-09-08T22:37:06,2014-09-08T22:40:14,transport
2014-09-08T22:40:15,2014-09-08T22:40:50,walking
2014-09-09T04:59:46,2014-09-09T05:00:46,walking
2014-09-09T10:48:46,2014-09-09T10:49:16,walking
2014-09-09T10:51:12,2014-09-09T10:56:16,walking
2014-09-09T11:00:43,2014-09-09T11:01:13,walking
2014-09-09T16:03:14,2014-09-09T16:06:00,walking
2014-09-09T16:15:42,2014-09-09T16:21:44,walking
2014-09-09T16:21:43,2014-09-09T16:36:10,transport
2014-09-09T16:36:10,2014-09-09T16:36:48,walking
2014-09-09T16:45:05,2014-09-09T16:51:45,walking
2014-09-09T17:06:15,2014-09-09T17:07:45,walking
2014-09-09T20:14:52,2014-09-09T20:16:18,walking
2014-09-09T20:46:10,2014-09-09T20:52:33,walking
2014-09-09T20:59:22,2014-09-09T21:05:35,walking
2014-09-09T21:07:28,2014-09-09T21:07:58,walking
2014-09-09T21:12:23,2014-09-09T21:24:59,walking
2014-09-09T23:16:42,2014-09-09T23:19:12,walking
2014-09-09T23:21:37,2014-09-09T23:29:45,walking
2014-09-09T23:32:36,2014-09-09T23:40:16,walking
2014-09-09T23:43:42,2014-09-09T23:45:42,walking
2014-09-10T00:22:55,2014-09-10T00:23:25,walking
2014-09-10T00:28:19,2014-09-10T01:09:28,walking
2014-09-10T01:09:28,2014-09-10T01:09:32,walking
2014-09-10T10:56:12,2014-09-10T10:56:42,walking
2014-09-10T11:25:34,2014-09-10T11:28:53,walking
2014-09-10T11:28:54,2014-09-10T11:47:59,walking
2014-09-10T11:52:55,2014-09-10T11:53:25,walking
2014-09-10T13:04:40,2014-09-10T13:07:40,walking
2014-09-10T13:12:50,2014-09-10T13:26:28,walking
2014-09-10T13:26:28,2014-09-10T13:26:29,walking
2014-09-10T14:58:55,2014-09-10T14:59:25,walking
2014-09-10T15:00:14,2014-09-10T15:01:20,walking
2014-09-10T16:09:07,2014-09-10T16:09:37,walking
2014-09-10T16:12:55,2014-09-10T16:13:25,walking
2014-09-10T17:35:53,2014-09-10T17:36:08,walking
2014-09-10T17:50:52,2014-09-10T17:52:39,walking
2014-09-10T18:00:00,2014-09-10T18:07:13,walking
2014-09-10T18:13:50,2014-09-10T18:16:46,walking
2014-09-11T02:14:08,2014-09-11T02:15:08,walking
2014-09-11T03:17:48,2014-09-11T03:19:18,walking
2014-09-11T03:19:41,2014-09-11T03:24:06,walking
2014-09-11T03:26:42,2014-09-11T03:57:22,walking
2014-09-11T04:03:18,2014-09-11T04:04:18,walking
2014-09-11T11:31:25,2014-09-11T11:32:23,walking
2014-09-11T12:50:00,2014-09-11T12:59:06,walking
2014-09-11T12:59:07,2014-09-11T13:12:45,transport
2014-09-11T13:12:45,2014-09-11T13:17:53,walking
2014-09-11T13:21:45,2014-09-11T13:25:07,walking
2014-09-11T13:57:28,2014-09-11T14:12:40,walking
2014-09-11T15:28:59,2014-09-11T15:31:04,walking
2014-09-11T15:34:05,2014-09-11T15:36:04,walking
2014-09-12T11:07:33,2014-09-12T11:07:53,walking
2014-09-12T12:15:43,2014-09-12T12:17:10,walking
2014-09-12T12:23:15,2014-09-12T12:31:50,walking
2014-09-12T12:31:49,2014-09-12T12:32:14,walking
2014-09-12T12:44:21,2014-09-12T12:58:40,transport
2014-09-12T12:58:40,2014-09-12T13:03:12,walking
2014-09-12T13:03:11,2014-09-12T13:03:56,walking
2014-09-12T13:10:35,2014-09-12T13:15:23,walking
2014-09-12T13:15:46,2014-09-12T13:17:52,walking
2014-09-12T14:41:41,2014-09-12T14:42:11,walking
2014-09-12T14:55:15,2014-09-12T14:59:26,walking
2014-09-12T15:00:50,2014-09-12T15:01:50,walking
2014-09-12T16:08:58,2014-09-12T16:11:58,walking
2014-09-12T16:12:37,2014-09-12T16:15:05,walking
2014-09-12T16:15:05,2014-09-12T16:15:15,walking
2014-09-12T17:34:39,2014-09-12T17:35:09,walking
2014-09-12T19:57:48,2014-09-12T19:58:18,walking
2014-09-12T20:09:48,2014-09-12T20:13:29,walking
2014-09-12T20:22:45,2014-09-12T20:26:06,walking
2014-09-12T20:27:31,2014-09-12T20:30:31,walking
2014-09-12T21:24:32,2014-09-12T21:30:07,walking
2014-09-12T21:30:07,2014-09-12T21:31:42,walking
2014-09-12T21:31:43,2014-09-12T21:39:54,walking
2014-09-12T22:01:17,2014-09-12T22:01:47,walking
2014-09-13T13:37:43,2014-09-13T13:40:20,walking
2014-09-13T13:47:49,2014-09-13T13:55:49,walking
2014-09-13T14:00:14,2014-09-13T14:00:44,walking
2014-09-13T14:01:07,2014-09-13T14:12:59,transport
2014-09-13T14:14:44,2014-09-13T14:25:36,walking
2014-09-13T14:33:46,2014-09-13T14:35:53,walking
2014-09-13T15:14:01,2014-09-13T15:14:31,walking
2014-09-13T15:35:28,2014-09-13T15:39:41,walking
2014-09-13T16:01:02,2014-09-13T16:04:42,walking
2014-09-13T16:08:34,2014-09-13T16:09:34,walking
2014-09-13T18:34:04,2014-09-13T18:42:04,walking
2014-09-13T19:29:58,2014-09-13T19:30:58,walking
2014-09-13T20:17:45,2014-09-13T20:18:15,walking
2014-09-13T22:57:04,2014-09-13T22:57:09,walking
2014-09-14T12:50:47,2014-09-14T12:50:55,walking
2014-09-14T13:11:46,2014-09-14T13:13:06,walking
2014-09-14T13:21:10,2014-09-14T13:38:14,walking
2014-09-14T15:02:33,2014-09-14T15:04:34,walking
2014-09-14T15:04:34,2014-09-14T15:12:33,transport
2014-09-14T15:12:32,2014-09-14T15:19:10,walking
2014-09-14T15:19:10,2014-09-14T15:19:32,walking
2014-09-14T16:03:25,2014-09-14T16:04:22,walking
2014-09-14T18:26:35,2014-09-14T18:27:39,walking
2014-09-14T21:19:42,2014-09-14T21:23:33,walking
2014-09-14T22:14:25,2014-09-14T22:15:30,walking
2014-09-15T01:08:45,2014-09-15T01:09:45,walking
2014-09-15T01:11:39,2014-09-15T01:17:14,walking
2014-09-15T01:17:14,2014-09-15T01:26:39,transport
2014-09-15T12:10:47,2014-09-15T12:12:52,walking
2014-09-15T12:57:23,2014-09-15T13:04:28,walking
2014-09-15T13:04:27,2014-09-15T13:06:30,walking
2014-09-15T13:09:38,2014-09-15T13:22:44,transport
2014-09-15T13:22:44,2014-09-15T13:26:12,walking
2014-09-15T13:26:12,2014-09-15T13:30:29,walking
2014-09-15T14:29:10,2014-09-15T14:30:40,walking
2014-09-15T14:44:07,2014-09-15T14:54:14,walking
2014-09-15T16:02:46,2014-09-15T16:12:25,walking
2014-09-15T16:38:10,2014-09-15T16:47:12,walking
2014-09-15T16:47:56,2014-09-15T16:48:56,walking
2014-09-15T17:06:10,2014-09-15T17:08:10,walking
2014-09-15T17:12:44,2014-09-15T17:19:41,walking
2014-09-15T17:22:53,2014-09-15T17:23:29,walking
2014-09-15T17:25:02,2014-09-15T17:41:43,transport
2014-09-15T17:41:42,2014-09-15T17:44:12,walking
2014-09-15T17:44:12,2014-09-15T18:12:08,transport
2014-09-15T18:13:12,2014-09-15T18:14:05,walking
2014-09-15T19:00:00,2014-09-15T19:00:07,walking
2014-09-15T19:02:21,2014-09-15T19:19:36,transport
2014-09-15T19:19:37,2014-09-15T19:28:46,walking
2014-09-15T19:38:37,2014-09-15T19:39:07,walking
2014-09-15T22:09:31,2014-09-15T22:09:42,walking
2014-09-15T22:23:46,2014-09-15T22:31:29,walking
2014-09-15T22:31:30,2014-09-15T22:31:31,walking
2014-09-15T22:33:56,2014-09-15T22:37:11,walking
2014-09-15T22:38:20,2014-09-15T22:44:18,walking
2014-09-15T23:47:57,2014-09-15T23:54:08,walking
2014-09-15T23:56:26,2014-09-16T00:02:44,walking
2014-09-16T11:29:22,2014-09-16T11:29:40,walking
2014-09-16T14:04:48,2014-09-16T14:06:32,walking
2014-09-16T14:08:44,2014-09-16T14:15:21,walking
2014-09-16T14:15:21,2014-09-16T14:33:28,transport
2014-09-16T14:33:28,2014-09-16T14:40:03,walking
2014-09-16T16:16:30,2014-09-16T16:17:00,walking
2014-09-16T16:23:45,2014-09-16T16:31:04,walking
2014-09-16T16:35:34,2014-09-16T16:39:20,walking
2014-09-16T17:00:00,2014-09-16T17:02:37,walking
2014-09-16T17:02:37,2014-09-16T17:04:03,walking
2014-09-16T17:05:34,2014-09-16T17:22:20,walking
2014-09-16T17:22:20,2014-09-16T17:23:24,walking
2014-09-16T18:54:10,2014-09-16T18:55:46,walking
2014-09-16T19:05:32,2014-09-16T19:05:43,walking
2014-09-16T20:11:13,2014-09-16T20:12:04,walking
2014-09-16T21:03:19,2014-09-16T21:06:15,walking
2014-09-16T21:37:36,2014-09-16T21:45:46,walking
2014-09-16T21:46:33,2014-09-16T21:46:53,walking
2014-09-16T22:03:45,2014-09-16T22:06:14,walking
2014-09-16T22:40:37,2014-09-16T22:46:02,walking
2014-09-16T22:59:32,2014-09-16T22:59:40,walking
2014-09-16T23:46:34,2014-09-16T23:48:04,walking
2014-09-17T00:08:55,2014-09-17T00:09:31,walking
2014-09-17T02:03:43,2014-09-17T02:03:55,walking
2014-09-17T02:04:31,2014-09-17T02:10:47,walking
2014-09-17T02:10:47,2014-09-17T02:20:58,transport
2014-09-17T02:21:27,2014-09-17T02:22:02,walking
2014-09-17T14:22:23,2014-09-17T14:24:53,walking
2014-09-17T14:26:23,2014-09-17T14:33:56,walking
2014-09-17T14:37:22,2014-09-17T15:12:49,walking
2014-09-17T15:17:22,2014-09-17T15:17:52,walking
2014-09-17T15:55:40,2014-09-17T16:00:55,walking
2014-09-17T16:12:15,2014-09-17T16:18:57,walking
2014-09-17T17:41:38,2014-09-17T17:42:38,walking
2014-09-17T18:40:57,2014-09-17T18:41:27,walking
2014-09-17T18:42:27,2014-09-17T18:51:37,walking
2014-09-17T19:03:06,2014-09-17T19:03:36,walking
2014-09-17T21:10:27,2014-09-17T21:12:27,walking
2014-09-17T21:25:45,2014-09-17T21:32:56,walking
2014-09-17T21:33:22,2014-09-17T21:34:22,walking
2014-09-17T23:14:29,2014-09-17T23:15:39,walking
2014-09-18T12:45:02,2014-09-18T12:46:37,walking
2014-09-18T12:48:23,2014-09-18T12:53:14,walking
2014-09-18T12:53:14,2014-09-18T13:08:23,transport
2014-09-18T13:08:23,2014-09-18T13:14:55,walking
2014-09-18T13:38:51,2014-09-18T13:39:27,walking
2014-09-18T14:19:59,2014-09-18T14:20:59,walking
2014-09-18T14:42:32,2014-09-18T14:49:15,walking
2014-09-18T14:59:05,2014-09-18T15:05:50,walking
2014-09-18T17:37:00,2014-09-18T17:40:36,walking
2014-09-18T19:59:48,2014-09-18T19:59:53,walking
2014-09-18T20:00:00,2014-09-18T20:03:15,walking
2014-09-18T21:46:38,2014-09-18T21:46:48,walking
2014-09-18T22:01:01,2014-09-18T22:02:11,walking
2014-09-18T22:43:41,2014-09-18T22:52:57,walking
2014-09-19T04:19:43,2014-09-19T04:20:01,walking
2014-09-19T10:14:03,2014-09-19T10:14:43,walking
2014-09-19T11:00:27,2014-09-19T11:01:47,walking
2014-09-19T11:06:30,2014-09-19T11:14:51,walking
2014-09-19T11:14:51,2014-09-19T11:22:21,transport
2014-09-19T11:22:21,2014-09-19T11:27:02,walking
2014-09-19T11:27:07,2014-09-19T11:28:31,walking
2014-09-19T12:32:04,2014-09-19T12:33:39,walking
2014-09-19T12:33:40,2014-09-19T12:48:03,walking
2014-09-19T13:34:55,2014-09-19T13:34:59,walking
2014-09-19T14:49:45,2014-09-19T14:50:45,walking
2014-09-19T14:55:41,2014-09-19T14:59:16,walking
2014-09-19T15:02:37,2014-09-19T15:04:37,walking
2014-09-19T15:05:29,2014-09-19T15:07:16,walking
2014-09-19T16:05:35,2014-09-19T16:08:05,walking
2014-09-19T16:09:11,2014-09-19T16:13:14,walking
2014-09-19T17:05:00,2014-09-19T17:06:00,walking
2014-09-19T22:11:35,2014-09-19T22:12:05,walking
2014-09-19T22:14:29,2014-09-19T22:22:03,walking
2014-09-20T10:58:47,2014-09-20T11:07:47,walking
2014-09-20T11:07:46,2014-09-20T11:19:24,transport
2014-09-20T11:19:25,2014-09-20T11:30:37,walking
2014-09-20T11:34:33,2014-09-20T11:35:03,walking
2014-09-20T12:25:32,2014-09-20T12:30:25,walking
2014-09-20T12:36:38,2014-09-20T12:45:16,walking
2014-09-20T12:45:16,2014-09-20T13:00:47,transport
2014-09-20T13:00:46,2014-09-20T13:07:24,walking
2014-09-20T13:26:36,2014-09-20T13:29:55,walking
2014-09-20T14:05:27,2014-09-20T14:17:48,walking
2014-09-20T14:56:32,2014-09-20T15:07:56,walking
2014-09-20T15:43:45,2014-09-20T15:55:31,walking
2014-09-20T16:04:40,2014-09-20T16:05:10,walking
2014-09-20T17:45:32,2014-09-20T17:51:00,walking
2014-09-20T17:56:39,2014-09-20T17:59:15,walking
2014-09-20T17:59:16,2014-09-20T18:03:01,walking
2014-09-20T19:05:56,2014-09-20T19:07:26,walking
