startTime,endTime,subVerb
2018-06-10T17:42:15,2018-06-10T18:38:17,transport
2018-06-10T18:44:16,2018-06-10T18:44:46,walking
2018-06-10T19:34:22,2018-06-10T19:37:32,walking
2018-06-10T19:42:26,2018-06-10T20:48:51,transport
2018-06-10T20:51:00,2018-06-10T20:52:00,walking
2018-06-10T21:52:20,2018-06-10T22:01:51,cycling
2018-06-10T22:02:20,2018-06-10T22:05:20,walking
2018-06-10T23:59:38,2018-06-11T00:14:04,walking
2018-06-11T01:01:27,2018-06-11T01:06:01,transport
2018-06-11T01:20:37,2018-06-11T01:21:07,walking
2018-06-11T14:36:50,2018-06-11T14:49:01,cycling
2018-06-11T14:49:00,2018-06-11T14:55:29,walking
2018-06-11T17:17:26,2018-06-11T17:20:24,walking
2018-06-11T17:25:30,2018-06-11T17:34:04,walking
2018-06-11T19:39:58,2018-06-11T19:46:45,transport
2018-06-11T19:46:45,2018-06-11T19:50:46,walking
2018-06-11T19:52:05,2018-06-11T19:52:35,walking
2018-06-11T19:54:26,2018-06-11T19:59:22,walking
2018-06-11T20:12:15,2018-06-11T20:14:18,walking
2018-06-11T22:35:28,2018-06-11T22:42:44,cycling
2018-06-12T12:24:37,2018-06-12T12:34:00,cycling
2018-06-12T12:34:00,2018-06-12T12:38:54,walking
2018-06-12T15:25:16,2018-06-12T15:31:40,walking
2018-06-12T15:32:58,2018-06-12T15:33:28,walking
2018-06-12T20:45:16,2018-06-12T20:54:54,walking
2018-06-13T16:04:52,2018-06-13T16:13:06,transport
2018-06-13T16:13:05,2018-06-13T16:17:13,walking
2018-06-13T16:19:36,2018-06-13T16:20:36,walking
2018-06-13T17:32:50,2018-06-13T17:39:14,walking
2018-06-13T19:52:21,2018-06-13T19:59:46,walking
2018-06-13T20:13:05,2018-06-13T20:28:28,cycling
2018-06-14T10:56:56,2018-06-14T11:06:45,transport
2018-06-14T11:06:44,2018-06-14T11:12:15,walking
2018-06-14T12:45:16,2018-06-14T12:55:04,transport
2018-06-14T13:22:09,2018-06-14T14:05:00,transport
2018-06-14T14:09:27,2018-06-14T14:12:27,walking
2018-06-14T15:53:52,2018-06-14T16:00:40,walking
2018-06-14T16:46:03,2018-06-14T16:52:23,walking
2018-06-14T16:52:23,2018-06-14T16:57:53,transport
2018-06-14T16:57:53,2018-06-14T17:00:36,walking
2018-06-14T18:24:48,2018-06-14T18:28:35,walking
2018-06-14T18:30:35,2018-06-14T18:34:35,walking
2018-06-14T18:39:21,2018-06-14T19:34:01,transport
2018-06-14T19:34:29,2018-06-14T19:35:29,walking
2018-06-14T19:36:52,2018-06-14T19:39:30,walking
2018-06-14T19:39:30,2018-06-14T19:52:41,transport
2018-06-14T19:52:40,2018-06-14T19:59:10,walking
2018-06-14T19:59:11,2018-06-14T20:07:50,transport
2018-06-14T20:08:42,2018-06-14T20:12:42,walking
2018-06-14T20:45:15,2018-06-14T20:50:33,transport
2018-06-14T20:53:25,2018-06-14T20:55:25,walking
2018-06-14T21:05:44,2018-06-14T21:08:17,walking
2018-06-14T21:22:38,2018-06-14T21:30:36,transport
2018-06-14T21:37:33,2018-06-14T21:40:51,walking
2018-06-14T22:36:27,2018-06-14T22:37:27,walking
2018-06-14T22:53:34,2018-06-14T22:59:37,cycling
2018-06-14T23:28:04,2018-06-14T23:28:34,walking
2018-06-14T23:40:34,2018-06-14T23:43:05,walking
2018-06-14T23:43:05,2018-06-15T00:50:17,transport
2018-06-15T00:51:04,2018-06-15T00:52:04,walking
2018-06-15T01:28:59,2018-06-15T01:29:59,walking
2018-06-15T10:42:16,2018-06-15T10:43:46,walking
2018-06-15T10:46:53,2018-06-15T11:02:48,transport
2018-06-15T11:02:47,2018-06-15T11:06:19,walking
2018-06-15T11:23:16,2018-06-15T11:26:02,walking
2018-06-15T16:10:38,2018-06-15T16:11:38,walking
2018-06-15T17:41:45,2018-06-15T17:45:23,walking
2018-06-15T19:39:36,2018-06-15T19:41:06,walking
2018-06-15T20:12:16,2018-06-15T20:13:16,walking
2018-06-15T20:59:25,2018-06-15T21:02:38,walking
2018-06-15T21:04:45,2018-06-15T21:10:13,walking
2018-06-15T21:14:07,2018-06-15T21:17:38,walking
2018-06-15T21:17:38,2018-06-15T21:30:35,cycling
2018-06-15T21:30:36,2018-06-15T21:45:33,walking
2018-06-15T21:45:33,2018-06-15T21:58:10,cycling
2018-06-15T21:58:11,2018-06-15T22:13:42,transport
2018-06-15T22:13:42,2018-06-15T22:22:23,walking
2018-06-15T22:41:16,2018-06-15T22:42:46,walking
2018-06-15T23:54:40,2018-06-15T23:55:40,walking
2018-06-15T23:57:57,2018-06-16T00:01:13,walking
2018-06-16T00:06:35,2018-06-16T00:08:35,walking
2018-06-16T01:06:42,2018-06-16T01:10:12,walking
2018-06-16T01:14:27,2018-06-16T01:21:36,transport
2018-06-16T01:21:36,2018-06-16T01:22:44,walking
2018-06-16T14:17:01,2018-06-16T14:24:12,transport
2018-06-16T14:24:11,2018-06-16T14:31:45,walking
2018-06-16T14:50:42,2018-06-16T14:58:17,walking
2018-06-16T15:00:40,2018-06-16T15:01:10,walking
2018-06-16T17:15:54,2018-06-16T17:37:31,transport
2018-06-16T17:37:32,2018-06-16T17:48:06,walking
2018-06-16T23:25:19,2018-06-16T23:33:34,walking
2018-06-16T23:33:34,2018-06-17T01:12:39,transport
2018-06-17T01:18:35,2018-06-17T01:19:05,walking
2018-06-17T17:33:52,2018-06-17T18:30:05,transport
2018-06-17T18:34:12,2018-06-17T18:34:42,walking
2018-06-17T20:08:07,2018-06-17T21:12:43,transport
2018-06-17T21:12:43,2018-06-17T21:13:41,walking
2018-06-17T21:15:08,2018-06-17T21:18:51,walking
2018-06-17T21:18:51,2018-06-17T21:19:26,walking
2018-06-17T23:03:27,2018-06-17T23:10:19,walking
2018-06-17T23:10:19,2018-06-17T23:15:37,transport
2018-06-17T23:18:20,2018-06-17T23:19:50,walking
2018-06-17T23:36:31,2018-06-17T23:39:49,transport
2018-06-17T23:42:20,2018-06-17T23:46:50,walking
2018-06-18T04:26:32,2018-06-18T04:26:50,walking
2018-06-18T17:11:52,2018-06-18T17:17:29,cycling
2018-06-18T17:18:49,2018-06-18T17:19:49,walking
2018-06-18T19:03:28,2018-06-18T19:06:53,walking
2018-06-18T19:11:28,2018-06-18T19:12:28,walking
2018-06-19T01:35:18,2018-06-19T01:51:58,transport
2018-06-19T20:05:56,2018-06-19T20:15:35,transport
2018-06-19T20:15:35,2018-06-19T20:18:14,walking
2018-06-19T23:14:05,2018-06-19T23:16:55,walking
2018-06-19T23:22:04,2018-06-19T23:27:45,walking
2018-06-19T23:57:20,2018-06-20T00:03:22,cycling
2018-06-20T11:29:26,2018-06-20T11:38:07,cycling
2018-06-20T11:38:07,2018-06-20T11:38:36,walking
2018-06-20T13:17:26,2018-06-20T13:20:49,transport
2018-06-20T13:20:49,2018-06-20T13:27:12,walking
2018-06-20T16:58:04,2018-06-20T17:02:47,transport
2018-06-20T17:02:54,2018-06-20T17:03:54,walking
2018-06-20T17:38:30,2018-06-20T17:42:32,walking
2018-06-20T17:43:18,2018-06-20T17:43:48,walking
2018-06-20T19:04:00,2018-06-20T19:11:18,cycling
2018-06-20T19:42:45,2018-06-20T19:46:30,cycling
2018-06-20T19:46:30,2018-06-20T20:01:26,transport
2018-06-20T20:09:08,2018-06-20T20:09:38,walking
2018-06-20T20:10:37,2018-06-20T20:26:46,transport
2018-06-20T20:30:18,2018-06-20T20:37:32,walking
2018-06-20T20:41:03,2018-06-20T20:42:36,walking
2018-06-20T21:00:00,2018-06-20T21:03:54,walking
2018-06-20T23:59:02,2018-06-21T00:00:33,walking
2018-06-21T00:03:01,2018-06-21T00:07:43,walking
2018-06-21T00:13:03,2018-06-21T00:13:33,walking
2018-06-21T00:22:14,2018-06-21T00:52:16,transport
2018-06-21T00:52:16,2018-06-21T00:54:16,walking
2018-06-21T00:54:16,2018-06-21T00:58:44,transport
2018-06-21T01:00:16,2018-06-21T01:01:46,walking
2018-06-22T11:39:09,2018-06-22T11:39:39,walking
2018-06-22T20:00:27,2018-06-22T21:04:58,transport
2018-06-22T21:05:58,2018-06-22T21:07:58,walking
2018-06-23T01:33:10,2018-06-23T01:59:59,transport
2018-06-23T02:00:00,2018-06-23T02:36:35,transport
2018-06-23T02:36:34,2018-06-23T02:41:35,walking
2018-06-23T02:44:35,2018-06-23T02:47:05,walking
2018-06-23T06:36:44,2018-06-23T06:49:53,transport
2018-06-23T06:54:14,2018-06-23T06:55:44,walking
2018-06-23T21:51:29,2018-06-23T22:14:56,running
2018-06-23T22:14:56,2018-06-23T22:15:26,walking
2018-06-23T22:17:25,2018-06-23T22:21:13,walking
2018-06-24T21:54:07,2018-06-24T22:01:07,cycling
2018-06-24T22:01:07,2018-06-24T22:04:20,walking
2018-06-24T23:39:34,2018-06-24T23:40:34,walking
2018-06-25T00:00:54,2018-06-25T00:11:21,walking
2018-06-25T00:16:48,2018-06-25T00:17:48,walking
2018-06-25T00:55:11,2018-06-25T01:05:01,walking
2018-06-25T01:07:20,2018-06-25T01:13:29,walking
2018-06-25T01:56:39,2018-06-25T02:00:00,transport
2018-06-25T02:00:00,2018-06-25T02:01:28,transport
2018-06-25T02:01:27,2018-06-25T02:04:21,walking
2018-06-25T02:05:27,2018-06-25T02:05:57,walking
2018-06-25T10:42:47,2018-06-25T10:51:50,cycling
2018-06-25T10:51:50,2018-06-25T11:04:21,walking
2018-06-25T11:06:19,2018-06-25T11:06:49,walking
2018-06-25T12:51:16,2018-06-25T12:54:35,walking
2018-06-25T13:00:05,2018-06-25T13:00:35,walking
2018-06-25T14:13:38,2018-06-25T14:19:06,cycling
2018-06-25T14:19:40,2018-06-25T14:20:10,walking
2018-06-25T15:09:33,2018-06-25T15:16:51,cycling
2018-06-25T15:17:18,2018-06-25T15:19:48,walking
2018-06-25T21:54:29,2018-06-25T22:44:10,transport
2018-06-25T22:44:26,2018-06-25T22:46:26,walking
2018-06-25T23:05:40,2018-06-25T23:15:01,transport
2018-06-26T02:01:20,2018-06-26T03:08:56,transport
2018-06-26T03:18:25,2018-06-26T03:18:55,walking
2018-06-26T18:59:51,2018-06-26T19:03:52,transport
2018-06-26T19:03:51,2018-06-26T19:08:07,walking
2018-06-26T19:12:22,2018-06-26T19:12:52,walking
2018-06-26T19:19:16,2018-06-26T19:25:10,transport
2018-06-26T19:25:40,2018-06-26T19:26:40,walking
2018-06-27T10:25:59,2018-06-27T11:51:00,transport
2018-06-27T11:52:04,2018-06-27T11:52:34,walking
2018-06-27T16:45:35,2018-06-27T18:16:46,transport
2018-06-27T18:16:46,2018-06-27T18:19:57,walking
2018-06-27T19:24:42,2018-06-27T19:33:26,transport
2018-06-27T21:25:58,2018-06-27T21:33:37,transport
2018-06-27T21:34:23,2018-06-27T21:35:26,walking
2018-06-27T21:48:28,2018-06-27T21:54:20,walking
2018-06-27T23:32:12,2018-06-27T23:32:13,walking
2018-06-27T23:32:13,2018-06-28T00:32:28,transport
2018-06-28T00:33:47,2018-06-28T00:34:17,walking
2018-06-28T12:26:42,2018-06-28T12:42:02,transport
2018-06-28T12:43:51,2018-06-28T12:47:21,walking
2018-06-28T14:42:25,2018-06-28T14:48:20,transport
2018-06-28T14:49:17,2018-06-28T14:50:47,walking
2018-06-28T15:52:35,2018-06-28T16:05:22,transport
2018-06-28T17:42:30,2018-06-28T17:59:10,transport
2018-06-28T19:48:38,2018-06-28T20:04:59,transport
2018-06-28T20:09:19,2018-06-28T20:10:19,walking
2018-06-28T23:02:40,2018-06-28T23:07:19,walking
2018-06-28T23:10:27,2018-06-28T23:11:27,walking
2018-06-29T02:19:01,2018-06-29T02:23:14,walking
2018-06-29T02:23:14,2018-06-29T03:26:32,transport
2018-06-29T17:35:17,2018-06-29T18:30:27,transport
2018-06-29T18:31:06,2018-06-29T18:31:36,walking
2018-06-29T23:19:55,2018-06-29T23:20:25,walking
2018-06-30T18:05:33,2018-06-30T18:22:13,transport
2018-06-30T18:31:13,2018-06-30T18:46:35,transport
2018-06-30T18:46:35,2018-06-30T18:50:51,walking
2018-06-30T18:55:05,2018-06-30T18:57:05,walking
2018-06-30T19:00:06,2018-06-30T19:00:36,walking
2018-06-30T19:31:33,2018-06-30T20:14:08,transport
2018-06-30T20:15:50,2018-06-30T20:18:50,walking
2018-06-30T20:49:31,2018-06-30T21:07:01,walking
2018-06-30T21:07:01,2018-06-30T21:08:31,walking
2018-06-30T22:36:23,2018-06-30T22:36:53,walking
2018-06-30T23:12:22,2018-06-30T23:13:22,walking
2018-07-01T18:46:48,2018-07-01T18:58:09,transport
2018-07-01T18:58:09,2018-07-01T18:59:29,walking
2018-07-01T18:59:29,2018-07-01T19:06:53,walking
2018-07-01T21:38:29,2018-07-01T21:55:50,walking
2018-07-01T21:59:06,2018-07-01T22:03:07,walking
2018-07-01T22:04:49,2018-07-01T22:05:37,cycling
2018-07-02T00:01:05,2018-07-02T00:05:16,transport
2018-07-02T00:05:54,2018-07-02T00:07:57,walking
2018-07-02T15:51:26,2018-07-02T15:58:14,cycling
2018-07-02T15:58:14,2018-07-02T15:58:43,walking
2018-07-02T16:01:43,2018-07-02T16:02:13,walking
2018-07-02T17:11:47,2018-07-02T17:26:57,walking
2018-07-02T21:21:43,2018-07-02T21:30:35,cycling
2018-07-02T21:34:58,2018-07-02T21:35:58,walking
2018-07-03T17:42:54,2018-07-03T17:46:53,transport
2018-07-03T17:46:53,2018-07-03T17:52:53,walking
2018-07-03T17:55:54,2018-07-03T17:56:24,walking
2018-07-03T19:01:27,2018-07-03T19:07:01,cycling
2018-07-03T19:07:52,2018-07-03T19:08:52,walking
2018-07-03T19:32:33,2018-07-03T19:44:25,walking
2018-07-03T19:44:25,2018-07-03T20:44:59,transport
2018-07-03T20:54:56,2018-07-03T21:49:12,transport
2018-07-03T21:49:40,2018-07-03T21:50:40,walking
2018-07-03T21:53:31,2018-07-03T22:03:42,walking
2018-07-03T22:11:14,2018-07-03T22:20:12,transport
2018-07-03T22:20:18,2018-07-03T22:20:48,walking
2018-07-03T23:43:14,2018-07-03T23:54:29,transport
2018-07-03T23:54:39,2018-07-03T23:55:09,walking
2018-07-04T01:08:03,2018-07-04T01:24:26,transport
2018-07-04T01:24:26,2018-07-04T01:29:18,walking
2018-07-04T02:58:39,2018-07-04T02:59:19,walking
2018-07-04T02:59:19,2018-07-04T03:01:10,walking
2018-07-04T03:01:09,2018-07-04T03:48:55,transport
2018-07-04T03:49:18,2018-07-04T03:49:48,walking
2018-07-04T17:21:19,2018-07-04T17:24:47,transport
2018-07-04T17:32:30,2018-07-04T17:36:01,walking
2018-07-04T18:14:12,2018-07-04T18:21:38,transport
2018-07-04T18:21:38,2018-07-04T18:24:15,walking
2018-07-04T18:26:38,2018-07-04T18:27:08,walking
2018-07-05T11:04:14,2018-07-05T11:15:00,transport
2018-07-05T11:22:06,2018-07-05T11:22:36,walking
2018-07-05T12:02:13,2018-07-05T13:56:49,transport
2018-07-05T14:06:41,2018-07-05T14:07:02,walking
2018-07-05T14:07:02,2018-07-05T15:21:11,transport
2018-07-05T15:29:58,2018-07-05T15:49:28,transport
2018-07-05T15:49:54,2018-07-05T15:50:24,walking
2018-07-05T16:33:07,2018-07-05T18:12:36,transport
2018-07-05T18:12:35,2018-07-05T18:14:35,walking
2018-07-05T18:42:03,2018-07-05T19:02:50,transport
2018-07-05T19:08:02,2018-07-05T19:12:02,walking
2018-07-05T19:27:38,2018-07-05T20:01:11,transport
2018-07-05T20:12:19,2018-07-05T20:13:49,walking
2018-07-05T20:15:11,2018-07-05T20:17:18,transport
2018-07-05T20:17:18,2018-07-05T20:20:21,walking
2018-07-05T20:25:18,2018-07-05T20:25:48,walking
2018-07-05T20:45:04,2018-07-05T20:58:37,walking
2018-07-05T21:00:07,2018-07-05T21:01:37,walking
2018-07-05T21:02:55,2018-07-05T21:13:38,walking
2018-07-05T21:13:37,2018-07-05T21:19:55,transport
2018-07-05T21:31:02,2018-07-05T21:45:55,transport
2018-07-05T21:49:15,2018-07-05T21:51:45,walking
2018-07-05T23:20:21,2018-07-05T23:23:57,walking
2018-07-05T23:23:57,2018-07-06T00:27:19,transport
2018-07-06T00:29:31,2018-07-06T00:32:31,walking
2018-07-06T11:24:11,2018-07-06T12:29:11,transport
2018-07-06T12:31:12,2018-07-06T12:37:12,walking
2018-07-06T12:53:44,2018-07-06T13:08:00,transport
2018-07-06T13:10:06,2018-07-06T13:17:06,walking
2018-07-06T13:21:59,2018-07-06T13:36:13,transport
2018-07-06T13:36:12,2018-07-06T13:38:24,walking
2018-07-06T14:18:43,2018-07-06T14:40:30,transport
2018-07-06T14:40:30,2018-07-06T14:44:33,walking
2018-07-06T14:47:01,2018-07-06T14:48:31,walking
2018-07-06T15:45:50,2018-07-06T15:53:40,transport
2018-07-06T15:54:24,2018-07-06T15:55:24,walking
2018-07-06T16:02:25,2018-07-06T16:03:25,walking
2018-07-06T17:07:40,2018-07-06T17:12:49,transport
2018-07-06T17:13:23,2018-07-06T17:14:23,walking
2018-07-06T17:22:47,2018-07-06T17:51:03,transport
2018-07-06T17:51:26,2018-07-06T17:56:26,walking
2018-07-06T18:23:24,2018-07-06T19:51:03,transport
2018-07-06T21:09:57,2018-07-07T01:18:20,transport
2018-07-07T01:18:31,2018-07-07T01:19:15,walking
2018-07-07T11:39:19,2018-07-07T11:40:19,walking
2018-07-07T11:52:08,2018-07-07T12:28:14,transport
2018-07-07T14:16:15,2018-07-07T14:16:45,walking
2018-07-07T14:18:40,2018-07-07T14:24:10,transport
2018-07-07T14:26:16,2018-07-07T14:27:33,walking
2018-07-07T14:35:06,2018-07-07T14:51:22,transport
2018-07-07T14:52:36,2018-07-07T14:53:36,walking
2018-07-07T19:03:55,2018-07-07T19:10:34,transport
2018-07-07T19:15:37,2018-07-07T19:16:07,walking
2018-07-07T19:59:55,2018-07-07T20:49:54,transport
2018-07-07T20:51:18,2018-07-07T20:52:18,walking
2018-07-08T11:29:21,2018-07-08T11:39:24,cycling
2018-07-08T11:39:23,2018-07-08T11:48:34,walking
2018-07-08T11:50:24,2018-07-08T11:51:24,walking
2018-07-08T15:33:53,2018-07-08T15:45:23,walking
2018-07-08T15:53:07,2018-07-08T15:55:27,walking
2018-07-08T16:20:27,2018-07-08T16:32:00,walking
2018-07-08T16:33:22,2018-07-08T16:34:22,walking
2018-07-08T21:48:21,2018-07-08T21:51:51,cycling
2018-07-08T21:51:51,2018-07-08T21:57:47,walking
2018-07-08T22:52:45,2018-07-08T22:58:51,walking
2018-07-08T23:48:37,2018-07-08T23:52:35,cycling
2018-07-09T00:30:00,2018-07-09T00:48:45,walking
2018-07-09T00:55:34,2018-07-09T01:02:33,cycling
2018-07-09T15:10:51,2018-07-09T15:19:32,cycling
2018-07-09T15:19:48,2018-07-09T15:20:18,walking
2018-07-09T15:30:00,2018-07-09T15:33:16,cycling
2018-07-09T15:33:16,2018-07-09T15:36:35,walking
2018-07-09T16:58:33,2018-07-09T16:58:42,walking
2018-07-09T18:02:13,2018-07-09T18:02:43,walking
2018-07-09T18:06:28,2018-07-09T18:15:34,walking
2018-07-09T21:03:11,2018-07-09T21:10:04,cycling
2018-07-09T21:10:04,2018-07-09T21:11:27,walking
2018-07-09T22:53:57,2018-07-09T23:00:51,transport
2018-07-09T23:00:51,2018-07-09T23:01:08,walking
2018-07-10T11:55:22,2018-07-10T12:08:19,cycling
2018-07-10T12:09:39,2018-07-10T12:11:09,walking
2018-07-10T14:09:08,2018-07-10T14:26:57,walking
2018-07-10T15:16:28,2018-07-10T15:22:01,walking
2018-07-10T15:22:01,2018-07-10T15:22:32,walking
2018-07-10T19:20:55,2018-07-10T19:26:04,cycling
2018-07-10T19:26:15,2018-07-10T19:26:45,walking
2018-07-10T19:51:28,2018-07-10T21:01:25,transport
2018-07-10T21:03:35,2018-07-10T21:04:35,walking
2018-07-10T23:57:19,2018-07-11T00:21:12,walking
2018-07-11T00:21:11,2018-07-11T00:21:12,walking
2018-07-11T00:41:14,2018-07-11T01:04:30,walking
2018-07-11T03:10:43,2018-07-11T04:04:49,transport
2018-07-11T04:04:48,2018-07-11T04:07:00,walking
2018-07-11T13:42:36,2018-07-11T13:59:16,transport
2018-07-11T14:08:00,2018-07-11T14:08:18,walking
2018-07-11T14:08:17,2018-07-11T14:12:41,transport
2018-07-11T14:12:41,2018-07-11T14:14:46,cycling
2018-07-11T14:14:46,2018-07-11T14:24:58,walking
2018-07-11T19:43:59,2018-07-11T19:45:10,walking
2018-07-11T19:45:10,2018-07-11T19:47:51,walking
2018-07-11T19:48:25,2018-07-11T19:57:02,transport
2018-07-11T19:58:22,2018-07-11T19:59:22,walking
2018-07-11T20:11:48,2018-07-11T21:20:41,transport
2018-07-11T21:29:14,2018-07-11T21:30:14,walking
2018-07-11T21:40:29,2018-07-11T21:48:13,transport
2018-07-11T21:48:12,2018-07-11T21:51:50,walking
2018-07-12T01:50:04,2018-07-12T02:00:00,transport
2018-07-12T02:00:00,2018-07-12T02:46:10,transport
2018-07-12T02:46:58,2018-07-12T02:48:28,walking
2018-07-12T13:38:29,2018-07-12T13:49:38,cycling
2018-07-12T13:49:38,2018-07-12T13:55:51,walking
2018-07-12T13:56:52,2018-07-12T13:59:52,walking
2018-07-12T14:02:22,2018-07-12T14:02:52,walking
2018-07-12T17:27:23,2018-07-12T17:28:53,walking
2018-07-12T19:33:14,2018-07-12T19:48:35,walking
2018-07-12T19:48:35,2018-07-12T19:51:23,transport
2018-07-12T19:52:35,2018-07-12T19:53:38,walking
2018-07-12T22:01:40,2018-07-12T22:02:40,walking
2018-07-12T22:17:50,2018-07-12T22:21:23,walking
2018-07-12T22:21:22,2018-07-12T22:23:56,cycling
2018-07-12T22:23:56,2018-07-12T22:24:52,walking
2018-07-12T22:33:17,2018-07-12T22:39:45,cycling
2018-07-12T22:39:44,2018-07-12T22:40:41,walking
2018-07-13T02:16:31,2018-07-13T02:17:01,walking
2018-07-13T12:07:24,2018-07-13T13:01:39,transport
2018-07-13T13:04:26,2018-07-13T13:07:27,walking
2018-07-13T15:58:14,2018-07-13T16:04:42,walking
2018-07-13T16:33:22,2018-07-13T16:44:33,walking
2018-07-13T18:17:47,2018-07-13T18:34:27,transport
2018-07-14T00:20:22,2018-07-14T00:47:21,transport
2018-07-14T00:51:02,2018-07-14T00:53:02,walking
2018-07-14T03:19:24,2018-07-14T03:38:03,transport
2018-07-14T03:40:07,2018-07-14T03:40:37,walking
2018-07-14T11:15:49,2018-07-14T11:32:29,transport
2018-07-14T14:27:33,2018-07-14T14:44:13,transport
2018-07-14T18:56:01,2018-07-14T19:11:51,transport
2018-07-14T19:16:59,2018-07-14T19:23:29,walking
2018-07-14T20:02:20,2018-07-14T20:05:50,walking
2018-07-14T20:16:48,2018-07-14T21:04:15,transport
2018-07-14T21:07:12,2018-07-14T21:07:42,walking
2018-07-14T22:55:31,2018-07-14T23:12:11,transport
2018-07-14T23:59:57,2018-07-15T00:00:28,walking
2018-07-15T05:03:01,2018-07-15T11:34:25,transport
2018-07-15T11:38:38,2018-07-15T11:44:31,transport
2018-07-15T11:51:13,2018-07-15T12:00:44,transport
2018-07-15T12:00:44,2018-07-15T12:04:14,walking
2018-07-15T12:25:24,2018-07-15T12:39:02,transport
2018-07-15T12:39:50,2018-07-15T12:41:20,walking
2018-07-15T13:05:21,2018-07-15T13:14:18,transport
2018-07-15T13:33:49,2018-07-15T14:01:39,transport
2018-07-15T14:02:42,2018-07-15T14:08:42,walking
2018-07-15T14:13:27,2018-07-15T15:02:42,transport
2018-07-15T15:05:49,2018-07-15T15:12:19,walking
2018-07-15T15:59:32,2018-07-15T16:04:07,transport
2018-07-15T16:08:58,2018-07-15T16:17:58,walking
2018-07-15T16:34:23,2018-07-15T16:53:28,transport
