startTime,endTime,subVerb
2014-08-14T09:35:06,2014-08-14T09:35:57,walking
2014-08-14T09:35:57,2014-08-14T09:41:12,cycling
2014-08-14T09:41:13,2014-08-14T09:42:07,walking
2014-08-14T10:52:55,2014-08-14T10:55:28,walking
2014-08-14T10:58:20,2014-08-14T12:10:29,cycling
2014-08-14T12:10:29,2014-08-14T12:13:56,walking
2014-08-14T13:09:38,2014-08-14T13:11:51,cycling
2014-08-14T13:11:50,2014-08-14T13:14:20,walking
2014-08-14T13:27:27,2014-08-14T14:34:27,transport
2014-08-14T14:34:26,2014-08-14T14:39:28,walking
2014-08-14T14:43:27,2014-08-14T14:44:35,walking
2014-08-14T14:50:45,2014-08-14T14:56:02,walking
2014-08-14T15:04:57,2014-08-14T15:05:27,walking
2014-08-14T15:17:41,2014-08-14T15:21:01,transport
2014-08-14T15:21:00,2014-08-14T15:24:00,walking
2014-08-14T15:24:01,2014-08-14T19:49:21,transport
2014-08-14T19:49:20,2014-08-14T19:52:50,walking
2014-08-14T19:52:51,2014-08-14T20:17:13,transport
2014-08-14T20:18:22,2014-08-14T20:19:52,walking
2014-08-14T20:47:16,2014-08-14T20:59:16,walking
2014-08-14T21:00:39,2014-08-14T21:01:09,walking
2014-08-14T21:33:03,2014-08-14T21:40:17,walking
2014-08-15T09:45:10,2014-08-15T09:53:14,walking
2014-08-15T09:54:42,2014-08-15T09:56:59,walking
2014-08-15T10:00:00,2014-08-15T10:04:43,walking
2014-08-15T13:08:19,2014-08-15T13:14:17,walking
2014-08-15T13:43:17,2014-08-15T13:50:23,walking
2014-08-15T13:50:22,2014-08-15T13:50:34,walking
2014-08-15T16:17:51,2014-08-15T16:19:59,walking
2014-08-15T16:19:59,2014-08-15T16:52:39,transport
2014-08-15T16:54:02,2014-08-15T16:55:02,walking
2014-08-15T17:04:09,2014-08-15T17:05:09,walking
2014-08-15T17:12:32,2014-08-15T17:19:13,walking
2014-08-15T17:35:38,2014-08-15T17:37:56,walking
2014-08-15T18:20:13,2014-08-15T18:20:43,walking
2014-08-15T18:32:20,2014-08-15T22:26:03,transport
2014-08-15T22:40:51,2014-08-15T22:48:58,walking
2014-08-15T22:48:59,2014-08-15T22:51:34,transport
2014-08-15T22:51:59,2014-08-15T22:52:59,walking
2014-08-15T23:06:30,2014-08-16T00:16:12,transport
2014-08-16T00:16:11,2014-08-16T00:18:42,cycling
2014-08-16T08:35:51,2014-08-16T08:36:51,walking
2014-08-16T08:54:51,2014-08-16T08:58:55,cycling
2014-08-16T09:41:30,2014-08-16T09:42:00,walking
2014-08-16T09:43:57,2014-08-16T09:47:18,cycling
2014-08-16T09:49:31,2014-08-16T09:50:01,walking
2014-08-16T11:27:55,2014-08-16T11:28:25,walking
2014-08-16T11:29:45,2014-08-16T11:33:02,transport
2014-08-16T11:33:02,2014-08-16T11:34:26,walking
2014-08-16T12:09:33,2014-08-16T12:10:51,walking
2014-08-16T12:10:51,2014-08-16T13:21:06,cycling
2014-08-16T13:21:06,2014-08-16T13:22:06,walking
2014-08-16T14:06:24,2014-08-16T14:17:19,transport
2014-08-16T14:23:47,2014-08-16T16:40:52,transport
2014-08-16T16:40:51,2014-08-16T16:44:26,walking
2014-08-16T16:46:22,2014-08-16T16:47:52,walking
2014-08-16T17:02:53,2014-08-16T17:03:23,walking
2014-08-16T17:04:30,2014-08-16T19:11:47,transport
2014-08-16T19:11:47,2014-08-16T19:14:17,walking
2014-08-16T19:14:17,2014-08-16T20:56:28,transport
2014-08-16T20:59:49,2014-08-16T21:00:50,walking
2014-08-16T22:12:15,2014-08-16T22:16:18,walking
2014-08-16T22:18:48,2014-08-16T22:19:18,walking
2014-08-16T22:29:15,2014-08-16T22:32:33,walking
2014-08-16T23:59:36,2014-08-17T00:00:06,walking
2014-08-17T07:10:20,2014-08-17T07:10:50,walking
2014-08-17T08:15:03,2014-08-17T08:22:37,walking
2014-08-17T08:42:49,2014-08-17T08:43:49,walking
2014-08-17T08:45:26,2014-08-17T08:57:02,walking
2014-08-17T09:12:28,2014-08-17T09:12:58,walking
2014-08-17T09:14:07,2014-08-17T09:48:45,transport
2014-08-17T10:00:44,2014-08-17T10:33:06,transport
2014-08-17T10:40:16,2014-08-17T10:40:46,walking
2014-08-17T20:53:06,2014-08-17T21:25:03,transport
2014-08-17T21:39:07,2014-08-17T21:39:37,walking
2014-08-17T21:41:29,2014-08-17T21:44:12,transport
2014-08-17T21:50:10,2014-08-17T22:35:48,transport
2014-08-17T22:43:15,2014-08-17T22:45:15,walking
2014-08-18T09:40:33,2014-08-18T09:41:03,walking
2014-08-18T11:32:53,2014-08-18T11:33:53,walking
2014-08-18T12:14:13,2014-08-18T12:17:13,walking
2014-08-18T13:28:36,2014-08-18T13:35:21,walking
2014-08-18T13:36:46,2014-08-18T13:37:28,walking
2014-08-18T13:56:31,2014-08-18T14:02:38,walking
2014-08-18T15:01:06,2014-08-18T15:03:06,walking
2014-08-18T15:17:23,2014-08-18T15:19:57,transport
2014-08-18T15:20:19,2014-08-18T15:22:19,walking
2014-08-18T16:31:54,2014-08-18T16:59:12,transport
2014-08-18T17:09:11,2014-08-18T17:31:20,transport
2014-08-18T18:30:08,2014-08-18T18:30:38,walking
2014-08-18T19:20:50,2014-08-18T19:35:36,transport
2014-08-19T13:24:14,2014-08-19T13:43:46,transport
2014-08-19T13:43:53,2014-08-19T13:44:53,walking
2014-08-19T14:05:05,2014-08-19T14:08:35,transport
2014-08-19T14:14:08,2014-08-19T14:15:08,walking
2014-08-19T14:53:04,2014-08-19T16:01:53,transport
2014-08-19T16:17:56,2014-08-19T17:31:50,transport
2014-08-19T17:42:49,2014-08-19T18:52:25,transport
2014-08-19T18:52:55,2014-08-19T18:53:25,walking
2014-08-19T19:17:24,2014-08-19T20:57:32,transport
2014-08-19T21:06:57,2014-08-19T21:07:27,walking
2014-08-19T21:08:17,2014-08-19T21:10:56,transport
2014-08-19T21:12:00,2014-08-19T21:13:00,walking
2014-08-20T01:11:19,2014-08-20T01:11:49,walking
2014-08-20T10:19:07,2014-08-20T10:26:27,cycling
2014-08-20T10:30:46,2014-08-20T10:32:16,walking
2014-08-20T11:09:05,2014-08-20T11:10:05,walking
2014-08-20T11:10:26,2014-08-20T11:13:06,cycling
2014-08-20T11:14:35,2014-08-20T11:15:35,walking
2014-08-20T14:32:53,2014-08-20T14:38:11,walking
2014-08-20T15:24:36,2014-08-20T15:27:24,walking
2014-08-20T18:43:18,2014-08-20T18:44:18,walking
2014-08-20T19:18:01,2014-08-20T19:18:31,walking
2014-08-20T20:46:44,2014-08-20T20:47:14,walking
2014-08-20T20:48:46,2014-08-20T20:53:53,cycling
2014-08-20T20:53:53,2014-08-20T20:55:14,walking
2014-08-20T21:00:16,2014-08-20T21:05:21,cycling
2014-08-20T21:05:45,2014-08-20T21:06:15,walking
2014-08-20T23:34:48,2014-08-20T23:35:18,walking
2014-08-21T09:32:12,2014-08-21T09:36:12,walking
2014-08-21T09:41:11,2014-08-21T09:45:13,cycling
2014-08-21T09:46:43,2014-08-21T09:47:43,walking
2014-08-21T10:32:13,2014-08-21T10:32:43,walking
2014-08-21T10:33:06,2014-08-21T10:36:17,cycling
2014-08-21T10:37:13,2014-08-21T10:39:13,walking
2014-08-21T12:17:46,2014-08-21T12:18:46,walking
2014-08-21T13:49:46,2014-08-21T13:56:48,walking
2014-08-21T13:58:36,2014-08-21T13:59:06,walking
2014-08-21T14:00:36,2014-08-21T14:01:06,walking
2014-08-21T14:26:04,2014-08-21T14:32:14,walking
